Dataset Name,Question
schools.csv,what are the names of schools in geita that have a pass rate of 98 to 100 ?
schools.csv,list geita schools with a pass rate between 98 and 100 .
schools.csv,can you tell me what schools in the region of geita have a pass rate between 98 and 100 ?
schools.csv,what schools have a passing rate between 98 and 100 in geita ?
schools.csv,list schools with a pass rate between 98 and 100 in geita .
schools.csv,"of the schools in geita , which ones have a pass rate of 98 or above ?"
schools.csv,what school in geita have a pass rate between 98 and 1000
schools.csv,show me the schools with a pass rate between 98 and 100 in geita .
schools.csv,"looking at geita schools , which ones have the passing rate from 98 -100 ?"
schools.csv,which schools in geita have a pass rate somewhere in the range of 98 and 100 ?
google_books_dataset.csv,enumerate the books written by brian tracy .
google_books_dataset.csv,can you tell me all of the books written by brian tracy ?
google_books_dataset.csv,list and number all of the books written by author brian tracy .
google_books_dataset.csv,can you help me list the books that were written by brian tracy ?
google_books_dataset.csv,list the books by brian tracy .
google_books_dataset.csv,please list all of the books that brian tracy wrote .
google_books_dataset.csv,list the books brian tracy wrote in numerical order .
google_books_dataset.csv,list the books written by brian tracy .
google_books_dataset.csv,provide a list of the books that brian tracy authored
google_books_dataset.csv,could you please enumerate the books written by brian tracy ?
google_books_dataset.csv,list all brian tracy 's books .
google_books_dataset.csv,enumerate books that were written by brian tracy .
google_books_dataset.csv,the books written by brian tracy need to be enumerated .
google_books_dataset.csv,list all books penned by brian tracy .
google_books_dataset.csv,catalogue the books written by the author brian tracy .
